Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
4366,12442096,"hans murrugarra","2024-07-31 06:00:04",0.77751,20,hansmurrugarra
4367,12446241,"suzuki shuto","2024-07-31 06:06:54",0.77751,1,suzukishuto
4368,12446786,"Alper #6","2024-07-31 08:52:15",0.77751,1,alperaa
4369,12447461,"jin jimi","2024-07-31 12:42:58",0.77751,4,jinjimi
4370,12447555,GENTA0216,"2024-07-31 13:47:59",0.77751,2,genta0216
4371,12448268,"Rigved Koli","2024-07-31 16:55:52",0.77751,2,rigvedkoli
4372,12441516,josecabernet,"2024-07-31 22:04:50",0.77751,12,josecabernet
4373,12448609,"Larissa Nakazato","2024-07-31 20:59:02",0.77751,5,larissanakazato
4374,12448833,"Fotopoulos Vasileios","2024-07-31 22:13:46",0.77751,1,fotopoulosvasileios
4375,12447491,"Venkat Akula","2024-08-04 11:05:18",0.77751,14,venky495
4376,10759621,"Abhijith RoyC","2024-08-01 08:53:00",0.77751,5,abhijithroyc
4377,12449706,Eunice06,"2024-08-01 08:34:36",0.77751,2,hwangpyeongeun
4378,12450692,lywoo0912,"2024-08-07 10:13:34",0.77751,2,lywoo0912
4379,12440105,"Manami YASAKA","2024-08-01 09:51:45",0.77751,5,manamiyasaka
4380,12450392,"Xia Yaoyang","2024-08-01 10:37:09",0.77751,8,xiayaoyang
4381,12451485,Tinatian_yuhan,"2024-08-01 11:51:24",0.77751,4,tinatianyuhan
4382,12428180,"Denis Khlamov","2024-08-01 13:22:11",0.77751,10,deniskhlamov
4383,12451798,"Ashutosh Shetty","2024-08-01 13:21:37",0.77751,1,ashutoshshetty
4384,12451959,york12044,"2024-08-01 13:57:28",0.77751,1,york12044
4385,12452279,"Adetona Adegbite","2024-08-01 15:31:43",0.77751,1,adetonaadegbite
4386,12452174,"louis campagna","2024-08-06 17:59:29",0.77751,4,louiscampagna
4387,12451101,"champ cena","2024-08-01 17:45:15",0.77751,2,champcena
4388,12453115,"Caroline Tillman","2024-08-05 20:20:34",0.77751,19,carolinetillman
4389,12448711,"Kiran Dhanraj","2024-08-02 00:05:31",0.77751,13,kirandhanraj
4390,12448453,"Tobias Lingenberg","2024-08-04 19:41:02",0.77751,8,tobiaslingenberg
4391,12451806,"Jio Alfaro ","2024-08-02 00:43:49",0.77751,9,jioalfaro
4392,12449536,"Kenzo Kobayashi","2024-08-02 06:15:20",0.77751,5,kenzokobayashi
4393,12454526,Praneeth2510,"2024-08-02 07:42:27",0.77751,8,praneeth2510
4394,12454794,"Bandi Sai Tarun","2024-08-02 07:45:09",0.77751,6,bandisaitarun
4395,12455396,"Dr. Emreee","2024-08-02 09:43:59",0.77751,1,dremreee
4396,12455697,andrea.aguado.marin,"2024-08-02 11:47:45",0.77751,1,andreaaguadomarin
4397,12454933,Ryuta_007,"2024-08-02 13:20:09",0.77751,9,ryuta007
4398,12455870,"Satya Sadan Lenka","2024-08-03 11:51:02",0.77751,2,satyasadanlenka
4399,12231623,KetchupPacket,"2024-08-02 16:42:09",0.77751,5,ketchuppacket
4400,12456679,"Zheng Rong Chen","2024-08-02 16:13:26",0.77751,8,zhengrongchen
4401,12454134,"Nitish Chowdary","2024-08-02 18:19:57",0.77751,6,nitishchowdary
4402,12457421,"Yordanos Kassa","2024-08-02 21:04:22",0.77751,1,yordanoskassa
4403,12457619,kou426,"2024-08-03 22:59:36",0.77751,2,kohuyfugtdtfyvyfjjgh
4404,12457626,WingsOFGold,"2024-08-02 21:58:02",0.77751,1,wingsofgold
4405,12457892,"Nicholas Johnson #2","2024-08-02 23:36:56",0.77751,2,nickelj5
4406,12458102,"Ari Castillo","2024-08-03 04:05:48",0.77751,3,aricastillo
4407,12444652,AntMasc,"2024-08-04 03:59:06",0.77751,6,antmasc
4408,12458422,"Eleni Lazaridou","2024-08-03 05:37:21",0.77751,3,elenilazaridou
4409,12458583,"Koichi Kamogari","2024-08-03 11:52:16",0.77751,2,koichikamogari
4410,12458820,"Samira Nasri","2024-08-03 07:37:51",0.77751,1,samiranasri
4411,12165146,sadat106,"2024-08-03 10:54:19",0.77751,9,sadat106
4412,12459052,"Kunal Aldar","2024-08-03 09:08:17",0.77751,1,kunalaldar
4413,12460040,gmunkhbaatarmn,"2024-08-03 15:42:49",0.77751,4,gmunkhbaatarmn
4414,12353253,"Armando de Leão Moreira","2024-08-03 17:22:12",0.77751,6,armandodeleomoreira
4415,12460205,ANthonieStar98,"2024-08-03 16:31:19",0.77751,1,anthoniestar98
4416,12425729,"Ksenia Gabrusevich","2024-08-04 16:15:46",0.77751,9,kseniagabrusevich
4417,12460448,"Arnav Jain #3","2024-08-03 18:20:39",0.77751,1,arnavjain8443
4418,12460604,"Abhishek Karkee","2024-08-03 20:39:13",0.77751,10,igba39
4419,12460843,"Annie Chen","2024-08-03 22:33:57",0.77751,1,anniechen091
4420,497738,"Jon 2","2024-08-03 22:36:52",0.77751,2,jonnyhsu
4421,12461089,竹内陽世,"2024-08-04 06:05:27",0.77751,5,yosei235
4422,12461494,"James Kor","2024-08-04 08:18:30",0.77751,2,jameskor
4423,12462097,milkbottledude,"2024-08-08 15:18:48",0.77751,4,milkbottledude
4424,12462060,"Salohiddin Safarov","2024-08-04 11:24:02",0.77751,2,salohiddinsafarov
4425,12459130,"hnk K10","2024-08-05 15:14:33",0.77751,6,hnkk10
4426,12462881,whizris,"2024-08-04 15:46:25",0.77751,1,whizris
4427,12463601,Mohammad_Sobhan,"2024-08-05 17:21:43",0.77751,2,mohammadsobhan
4428,3679057,dberm312,"2024-08-05 00:08:14",0.77751,1,dberm312
4429,12458411,"Sarvajit Visagan","2024-08-05 04:57:24",0.77751,2,sarvajitvisagan
4430,12464286,vinsmok3,"2024-08-05 05:08:00",0.77751,1,vinsmok3
4431,12465708,hidonggwan,"2024-08-05 12:57:14",0.77751,5,hidonggwan
4432,12467104,"Mahsa Azizi.s","2024-08-05 21:24:48",0.77751,1,mahsaazizis
4433,11673105,AY2324T2LBOEC3AEE2G3P1,"2024-08-06 02:39:01",0.77751,8,"aynnicoloarbusdeleon,carlosmiguelramirez,czarkristiannavarra,danielnacpil,jalenrobles"
4434,12467810,Tomtoro,"2024-08-06 07:04:15",0.77751,4,tomtoro
4435,12369212,Ambigapathi.V,"2024-08-06 09:46:05",0.77751,13,kavinnan
4436,12469437,"SUNAGAWA Atsushi","2024-08-06 11:57:06",0.77751,2,sunagawaatsushi
4437,11042348,koaihao,"2024-08-06 12:23:49",0.77751,2,koaihao
4438,12469332,"Jorge Fernandez Barrio","2024-08-07 11:40:39",0.77751,9,jorgefernandezbarrio
4439,12460900,blitzhiq,"2024-08-06 14:43:05",0.77751,11,blitzhiq
4440,11309855,Mattemetal,"2024-08-06 15:53:35",0.77751,1,mattemetal
4441,456899,"Mohamed Hilia","2024-08-06 16:01:43",0.77751,1,hiliam
4442,12470204,"Sumit Dwivedi #2","2024-08-06 16:34:58",0.77751,4,spquil
4443,11773477,"Fıraz Öztürk","2024-08-06 18:47:08",0.77751,4,firazztrk
4444,12463647,"Avery Lee","2024-08-06 23:26:26",0.77751,9,averylee99
4445,12453436,"Jillian #2","2024-08-07 03:26:35",0.77751,2,jillian009
4446,12472160,"Nitheesh Kumar2509","2024-08-07 08:26:05",0.77751,9,nitheeshkumar2509
4447,12472353,teddy8193,"2024-08-07 07:57:55",0.77751,1,teddy8193
4448,12465745,"Mostafa Dezfoulian","2024-08-07 08:34:58",0.77751,2,mostafadezfoulian
4449,12007582,goldrain99,"2024-08-07 09:55:11",0.77751,1,goldrain99
4450,12472739,"Gaurav Sharma #12","2024-08-08 09:49:05",0.77751,5,gaush14243
4451,12472975,"Vanshika Gulati","2024-08-07 11:43:57",0.77751,7,vanshikagulati
4452,12473321,"Parsa latifi","2024-08-07 13:44:14",0.77751,1,parsalatifi
4453,12473561,metadatum,"2024-08-07 14:52:19",0.77751,1,metadatum
4454,12471162,"Aidan Lieberman","2024-08-07 20:43:56",0.77751,10,aidanlieberman
4455,12470697,"Austin Simpson","2024-08-07 18:38:23",0.77751,9,austindalesimpson
4456,12467695,"Pontus Ahlqvist","2024-08-08 03:44:28",0.77751,10,pontusahlqvist
4457,12474641,"Saemi Im","2024-08-07 23:38:08",0.77751,1,saemiim
4458,12467625,"Joonwoo Kim (0229)","2024-08-08 02:40:44",0.77751,26,joonwookim0229
4459,12474995,"party jack","2024-08-08 04:45:53",0.77751,4,partyjack
4460,12475075,"Aaranay Aadi","2024-08-08 04:01:48",0.77751,1,aaranayaadi
4461,12098528,"Ismail 703","2024-08-08 11:20:24",0.77751,1,ismail703
4462,12463009,"Gao Junzhe #2","2024-08-08 12:30:05",0.77751,4,gaojunzhe
4463,12457294,Viathorr,"2024-08-08 13:22:07",0.77751,13,viathorr
4464,12476982,"Ayar Kyaw","2024-08-08 14:11:23",0.77751,1,ayarkyaw
4465,12477028,kikiDatz,"2024-08-08 14:27:09",0.77751,1,kikidatz
4466,12474693,D4NZ-jpg,"2024-08-08 16:22:13",0.77751,6,d4nzjpg
4467,12454089,"Malay Kumar","2024-08-08 16:14:31",0.77751,4,malaykumar21
4468,12476655,"Edu Ariño","2024-08-08 16:39:54",0.77751,3,eduario
4469,12477364,VyachIgrich,"2024-08-08 17:03:36",0.77751,2,vyachigrich
4470,12477469,22BCE1656_AMITH_S,"2024-08-08 18:04:55",0.77751,2,amiths010
4471,12461995,"Duane C #2","2024-08-08 18:06:55",0.77751,5,duanepm
4472,12479629,"Richard L. Brewer","2024-08-08 18:24:56",0.77751,1,richardlbrewer
4473,12466310,"Abdulaziz Alshaikh","2024-08-08 21:16:20",0.77751,13,abo3zah2024
4474,9547149,"Brock Guetti","2024-06-09 22:08:53",0.77511,1,brockguetti
4475,12232601,"Bryan Rendon","2024-06-09 22:54:54",0.77511,1,bryanrendon
4476,12232568,mdy,"2024-06-10 01:02:47",0.77511,9,xxxxxx6x
4477,12232692,JyPii_314,"2024-06-10 00:18:28",0.77511,1,jypii314
4478,12232784,"Yoshimaru Tanaka","2024-06-10 01:43:00",0.77511,4,yoshimarutanaka
4479,12230921,moonlightprolove,"2024-06-10 02:16:31",0.77511,6,moonlightprolove
4480,12232873,"André Carvalho #2","2024-06-10 01:46:32",0.77511,1,andreluizherpeto
4481,12232886,Shine-plus,"2024-06-10 01:48:06",0.77511,1,shineplus
4482,12232857,Kishou_Hase,"2024-06-10 04:27:27",0.77511,10,kishouhase
4483,12232994,Alexander123dsd,"2024-06-16 13:12:58",0.77511,5,alexander123dsd
4484,12233175,CarbuncleRuby,"2024-06-10 04:07:29",0.77511,3,carbuncleruby
4485,12226382,"Aurora papa","2024-06-10 03:32:41",0.77511,2,aurorapapa
4486,12231218,"Shiho Okazaki","2024-06-17 05:43:48",0.77511,2,shihookazaki
4487,12233328,afternoob,"2024-06-10 04:30:10",0.77511,2,afternoob
4488,12233124,Yamaguch1,"2024-06-10 09:05:06",0.77511,4,yamaguch1
4489,489826,"Maxim Abrosimov","2024-06-13 15:17:36",0.77511,4,mabrosim
4490,12097180,"Taro Yamada","2024-06-10 05:52:25",0.77511,6,kagenokaiki
4491,12233506,Kikkkki,"2024-06-10 05:14:40",0.77511,2,kikkkki
4492,12233597,"Yuvika Chaudhary","2024-06-10 05:39:26",0.77511,1,yuvi84
4493,12233712,vickvey,"2024-07-23 08:14:58",0.77511,10,vickvey
4494,12233778,"김현빈 (BUNHINE)","2024-06-17 01:21:12",0.77511,10,bunhine
4495,12233782,eunbbbbbbb,"2024-06-17 01:36:47",0.77511,10,dmsql7982
4496,12233790,tjgusdoo,"2024-06-17 01:25:56",0.77511,7,tjgusdoo
4497,12233795,Daunjj,"2024-06-10 06:34:35",0.77511,1,daunjj
4498,12233861,physically,"2024-06-10 06:49:05",0.77511,1,physically
4499,12170114,MIzuuZUZu,"2024-06-10 07:01:52",0.77511,4,mizuuzuzu
4500,12233883,"[Deleted] a9e7c999-702e-4135-8621-6a3f251cc935","2024-06-10 06:53:38",0.77511,1,del=3cda977b6566a463
4501,12233923,"Alec Owens","2024-06-10 07:00:35",0.77511,1,alecowens
4502,12009279,"Goto Ryosuke","2024-06-10 07:13:14",0.77511,6,gotoryosuke
4503,12233872,ydytyydy,"2024-06-10 07:10:35",0.77511,2,ydytyydy
4504,12233962,niwazekisho,"2024-06-10 07:10:40",0.77511,1,niwazekisho
4505,12233990,"Dulakshan Perera","2024-06-10 07:16:33",0.77511,1,dulakshanperera
4506,12234015,sunifer,"2024-06-10 07:21:34",0.77511,1,sunifer
4507,12234097,"Pranshu Shah #2","2024-06-10 07:39:33",0.77511,1,shahpranshu27
4508,12232956,hxxziix,"2024-06-13 04:41:20",0.77511,8,hxxziix
4509,12234199,KLN,"2024-06-10 08:04:25",0.77511,1,noel12120
4510,12234186,"Guntur Knight","2024-06-10 08:08:26",0.77511,1,gunturknightel05
4511,12234302,"Aishwarya nagpure","2024-06-10 08:30:50",0.77511,1,aishwaryanagpure
4512,12234355,igniz2248,"2024-06-10 08:41:55",0.77511,1,igniz2248
4513,12234425,gusbcz,"2024-06-10 08:58:22",0.77511,1,gusbcz
4514,12169205,"Rika Higaki ","2024-06-10 09:03:48",0.77511,2,rikahigaki
4515,12234464,DanielXie_zp,"2024-06-12 07:37:21",0.77511,2,danielxiezp
4516,12234559,Huuuuzz,"2024-06-10 09:15:01",0.77511,1,huuuuzz
4517,10558930,PenguinCabinet,"2024-06-16 00:22:57",0.77511,7,penguincabinet
4518,12234578,"John Rodriguez #2","2024-06-10 09:20:19",0.77511,1,johnnrod
4519,12234591,ZhuJiapei,"2024-06-10 09:22:17",0.77511,1,zhujiapei
4520,12234612,"Tzuen Shen","2024-06-10 09:25:18",0.77511,1,tzuenshen
4521,10182723,Isamim,"2024-06-10 09:26:10",0.77511,3,isamim
4522,12234681,Justyna_Banasik,"2024-06-10 09:38:47",0.77511,1,justynabanasik
4523,12234849,"Edukondalu Ch","2024-06-10 11:22:48",0.77511,5,edukondaluch
4524,12235150,Sherlock_F,"2024-06-10 11:32:13",0.77511,1,sherlockf
4525,12235167,"Priyanshu Sengupta","2024-06-10 12:02:19",0.77511,2,priyanshusengupta
4526,12235201,adityaaverma655,"2024-06-10 11:46:33",0.77511,1,adityaaverma655
4527,12235221,"Ashish Raj","2024-06-10 11:50:54",0.77511,1,ashishraj5465
4528,11956820,"Arko Bera","2024-06-10 11:51:20",0.77511,1,cartoonistbeard
4529,12235323,"Kevin Shen #2","2024-06-10 12:20:34",0.77511,1,kevinshen101
4530,12235402,"LETIAN JIANG","2024-06-10 12:40:18",0.77511,1,jiang246
4531,12235458,"Maria Miroshnichenko","2024-06-10 12:52:19",0.77511,1,mariamiroshnichenko
4532,12235485,Umutak,"2024-06-10 12:56:24",0.77511,1,umutak
4533,12235609,"James Carroll #2","2024-06-10 13:28:29",0.77511,3,jpcarroll17
4534,12235642,"Stephan Grund","2024-06-10 13:26:33",0.77511,1,stephangrund1988
4535,12235657,"John Leyban Lazada","2024-06-10 13:28:58",0.77511,1,leyban
4536,12235690,msg4u2,"2024-06-10 13:35:45",0.77511,1,msg4u2
4537,12231495,"MASA YUKIKA","2024-06-15 14:05:09",0.77511,3,masayukika
4538,10599135,"HYUNJUNG YI","2024-07-18 07:00:08",0.77511,15,hyunjungyi
4539,12235903,"Charmaine Mahachi","2024-06-10 14:32:46",0.77511,1,charmainemahachi
4540,12220513,tddy_314,"2024-06-10 14:34:05",0.77511,1,tddy314
4541,4226969,A.L.D.C.,"2024-06-10 14:44:25",0.77511,1,anils70
4542,12236040,"mahdi #2","2024-06-10 21:26:07",0.77511,7,mahdikaggle
4543,12236043,TanmayTopkhanewale36,"2024-07-09 17:22:10",0.77511,4,tanmaytopkhanewale36
4544,12236060,SamLyuu,"2024-06-10 15:07:08",0.77511,1,samlyuu
4545,12236070,"Karthik Gowda M S","2024-06-10 15:08:01",0.77511,1,karthikgowdams
4546,12236103,"chenghan zhao","2024-06-10 15:16:40",0.77511,1,chenghanzhao
4547,12236113,"Zoe Ault","2024-06-10 15:19:05",0.77511,1,zoeault
4548,12236188,baanditmw,"2024-06-10 15:34:56",0.77511,1,baanditmw
4549,12220773,"Alberto Regini","2024-06-10 15:51:34",0.77511,5,albertoregini
4550,12236218,"Jonathan ChewAI","2024-06-10 15:44:37",0.77511,1,jonathanchewai
4551,10625286,"Partha Pratim Kalita","2024-06-10 15:54:28",0.77511,1,parthapratimkalita
4552,12236259,merthot,"2024-06-10 15:57:21",0.77511,1,merthot
4553,12236299,"Johnny Haranaka","2024-06-10 21:44:20",0.77511,3,johnnyharanaka
4554,12236340,"Saqib Shouqi","2024-06-20 09:49:20",0.77511,2,mohamedsaqibshouqi
4555,12236311,"Idan Dunsky","2024-07-27 17:29:30",0.77511,20,idandunsky
4556,12236461,"Rashmitha Mahesh","2024-07-01 12:50:44",0.77511,3,rashmithamahesh
4557,12236500,"P.A. Chalana Rusiru","2024-06-10 17:07:31",0.77511,1,pachalanarusiru
4558,11657675,"Hassan Tunkara","2024-06-10 17:11:37",0.77511,2,hassantunkara
4559,12236549,"sho ppy","2024-06-10 17:20:49",0.77511,1,shoppy
4560,12236558,"Twinkle Juneja","2024-06-10 17:23:58",0.77511,1,twinklejuneja14
4561,12236586,"Weiyi Jiang","2024-06-10 17:32:55",0.77511,1,johnwayne275
4562,12236626,"Xinex Yip","2024-06-10 17:46:50",0.77511,1,xinexyip
4563,9072454,margusl,"2024-06-11 12:17:20",0.77511,2,margusl
4564,12236737,"Jhoanna Olana","2024-06-10 19:33:05",0.77511,3,jhoannarolana
4565,12236742,"Lucia Bellagamba","2024-06-25 08:28:40",0.77511,2,luciabellagamba
4566,1304613,kamleshkhollam,"2024-06-10 18:47:47",0.77511,1,kamleshkhollam
4567,12236695,"QASIM GHUMMAN","2024-06-27 13:32:24",0.77511,12,qasimghumman
4568,12236898,"Jitna Bhagani ","2024-06-10 19:34:14",0.77511,1,jitnabhagani
4569,12237042,"Matias Jesus Carrizo","2024-06-10 20:26:44",0.77511,1,matiasjesuscarrizo
4570,12237071,"John Schneeloch","2024-06-10 20:40:35",0.77511,1,johnschneeloch
4571,12237184,"Oliver Popanda","2024-06-10 21:28:52",0.77511,2,oliverpopanda
4572,12237211,"Tafadzwa manyere","2024-06-10 21:42:37",0.77511,1,tafadzwamanyere
4573,12237215,"PRANAV VIGNESH","2024-06-10 21:46:37",0.77511,1,pranavvignesh
4574,12237230,"Rob Bailey","2024-06-10 21:58:49",0.77511,2,robbailey
4575,12237232,"javier lopez gualdron","2024-06-10 22:00:22",0.77511,1,javierlopezgualdron
4576,12237238,"Mayfield Ben","2024-06-10 22:04:44",0.77511,1,mayfieldben
4577,12237243,"Hoa Pham","2024-06-10 22:08:36",0.77511,1,hoapham369
4578,12237332,"cool techdevices","2024-06-10 23:00:21",0.77511,2,cooltechdevices
4579,12237443,stevenseb,"2024-06-11 00:03:08",0.77511,1,stevenseb
4580,12237658,"Gideon Markus","2024-06-11 01:27:43",0.77511,1,gideonmarkus
4581,12237679,FriedRiceUma,"2024-06-11 01:33:14",0.77511,1,friedriceuma
4582,12237690,Awandi,"2024-06-11 01:36:47",0.77511,1,awandi
4583,12237686,thevfxsnake,"2024-06-11 01:38:59",0.77511,1,thevfxsnake
4584,12237707,"Mubarak Daha Isa","2024-06-11 01:42:19",0.77511,1,mubarakdaha
4585,12237790,神天道1,"2024-06-11 02:11:51",0.77511,1,divineheavenlydao
4586,12237883,pinecone,"2024-06-19 06:01:57",0.77511,2,kimpinecone
4587,12237477,"Maito Sasaki","2024-06-11 03:20:24",0.77511,10,maitosasaki
4588,12237982,"Gage Ward","2024-06-11 03:05:44",0.77511,1,gageward
4589,6919772,"Thai-An Nguyen","2024-06-11 03:18:07",0.77511,1,nguyenthaianit
4590,12210343,汤一醇tyc522,"2024-06-11 03:28:05",0.77511,1,tyc522
4591,12238068,maito0923,"2024-06-11 04:49:44",0.77511,10,maito0923
4592,12238083,"Tomoya Hiroe","2024-06-11 03:36:37",0.77511,1,hiroetomoya
4593,12238125,"Jasmine C","2024-06-11 03:55:16",0.77511,1,jasmineteaa
4594,12238162,"Shanawar Nayeem","2024-06-11 04:08:47",0.77511,1,shanawarnayeem
4595,12238206,"Haider Rasool Qadri","2024-07-18 07:42:21",0.77511,3,haiderrasoolqadri
4596,12238310,wankosobaoisiikamo,"2024-06-11 05:49:30",0.77511,10,wankosobaoisiikamo
4597,12238376,"Ashraf Shaik","2024-06-11 05:17:51",0.77511,1,ashrafshaik09
4598,12238497,overwatchdoomfist,"2024-06-11 05:48:35",0.77511,1,overwatchdoomfist
4599,12238573,"Madi Blu","2024-06-11 06:06:38",0.77511,1,madiblu
4600,12238147,WingTSUI97,"2024-06-11 06:25:22",0.77511,2,wingtsui97
4601,12238658,"Tendai Ndoro","2024-06-11 06:25:43",0.77511,1,tendaindoro
4602,12237314,"Daniel Larbi Addo","2024-06-11 06:32:22",0.77511,1,daniellarbiaddo
4603,12238685,"Candis Adeoye","2024-06-11 06:32:53",0.77511,1,candisadeoye
4604,12238790,s4nta1999,"2024-06-11 06:48:02",0.77511,1,s4nta1999
4605,12238826,"Herman Duim","2024-06-11 06:54:42",0.77511,1,hermanduim
4606,12238874,"Ariel Jacobs","2024-06-11 07:06:04",0.77511,2,arielj
4607,12238907,"Maximilian Chuang","2024-06-11 07:11:25",0.77511,1,maximilianchuang
4608,12238939,"Charitha Thalluru","2024-06-11 07:25:32",0.77511,2,charithathalluru
4609,12239002,"Pairat Trisombat","2024-06-11 07:29:20",0.77511,1,pairattrisombat
4610,12239044,"Chaofan Style","2024-06-11 07:34:00",0.77511,1,chaofanstyle
4611,12239096,"Andy Wang #3","2024-06-11 07:44:31",0.77511,1,andywangww
4612,12239126,"many peka","2024-06-11 08:31:03",0.77511,8,manypeka
4613,12239174,"Syed Ameer Hamza","2024-06-13 09:09:59",0.77511,4,syedameerhamza535
4614,12239309,"Lalit Borase","2024-06-11 08:27:57",0.77511,1,lalitborase
4615,12239331,"Precious Boruett","2024-06-11 08:32:00",0.77511,1,preciousboruett
4616,12239352,"Isaak Wiebe","2024-06-11 08:35:51",0.77511,1,isaakwiebe
4617,12239469,"Prithvi Prabhu","2024-06-11 08:59:33",0.77511,2,prithviprabhu
4618,12239476,Koipero,"2024-06-11 09:00:03",0.77511,1,koipero
4619,12239538,zhangheng0201,"2024-06-11 09:14:22",0.77511,1,zhangheng0201
4620,12213728,"Preetha Sakura ","2024-06-11 09:20:56",0.77511,1,preethasakura
4621,12239608,"Akshay Jignesh Doshi","2024-06-11 10:18:41",0.77511,2,akshayjigneshdoshi
4622,12239620,"aicha traore","2024-06-11 09:35:30",0.77511,1,aichatraore
4623,12239645,"Shirley olivia","2024-06-11 09:41:09",0.77511,1,shirleyolivia
4624,12239692,Timur123321,"2024-06-11 09:51:36",0.77511,1,timur123321
4625,12239715,"Batsukh Namsraijav","2024-06-11 11:13:22",0.77511,2,batsukhnamsraijav
4626,11091290,notsau,"2024-06-11 10:21:04",0.77511,6,notsau
4627,12239772,"Godswill Idachaba #2","2024-06-11 10:15:59",0.77511,1,godswillidachaba
4628,12240032,cutiejiun,"2024-06-11 10:57:40",0.77511,1,cutiejiun
4629,12226412,shellymatoki,"2024-07-13 09:10:43",0.77511,5,shellymatoki
4630,12228991,KhushMaheshwari2831,"2024-06-11 11:55:31",0.77511,1,khushmaheshwari2831
4631,12240339,"ayush shaw","2024-06-11 12:00:51",0.77511,1,ayushshaw90a
4632,12240525,"Geesha Balasuriya","2024-06-11 12:38:20",0.77511,1,geeshabalasuriya
4633,12240621,"Huy G Le","2024-06-11 12:57:48",0.77511,1,huygle
4634,12240642,IdesVH,"2024-06-11 13:02:39",0.77511,1,idesvh
4635,12240656,"SEUNGHUN CHO","2024-06-11 13:14:06",0.77511,3,seunghuncho
4636,12240677,monxia,"2024-06-25 17:33:01",0.77511,2,monxia
4637,11746645,Eulerzj,"2024-06-11 13:25:03",0.77511,1,eulerzj
4638,12240769,ElementalBit,"2024-06-11 13:31:58",0.77511,1,elementalbit
4639,12240864,"Tundra Willow","2024-06-11 13:51:14",0.77511,1,tundrawillow
4640,12240892,启航团队兼值任务员每天1000加Q群641048327,"2024-06-11 13:56:46",0.77511,1,kxrwbsdc
4641,12240902,"Lisanne #2","2024-06-11 13:58:29",0.77511,1,lisanneg
4642,12240924,"Theo Blanc","2024-06-11 14:02:30",0.77511,1,theoblanc
4643,12241024,"Shogo Tomita","2024-06-11 14:23:25",0.77511,1,shogotomita
4644,12241084,Wattanathorn,"2024-06-11 14:36:41",0.77511,1,wattanathorn
4645,12241103,ParkIW,"2024-06-11 14:39:47",0.77511,1,parkiw
4646,12241165,LeftClosedRightOpen,"2024-06-11 14:51:31",0.77511,1,leftclosedrightopen
4647,12241203,David7567,"2024-06-11 14:59:29",0.77511,1,david7567
4648,12241208,"Buena Quadros","2024-06-11 15:00:11",0.77511,1,buenaquadros
4649,12241217,hg5j9k6a,"2024-06-11 15:03:05",0.77511,1,hg5j9k6a
4650,12241241,猪九Zhujiu,"2024-06-11 15:10:33",0.77511,1,jiuzhu
4651,12241248,"Jasper TY 2020","2024-06-11 15:12:52",0.77511,1,jasperty2020
4652,12241268,mohibul,"2024-06-11 15:17:09",0.77511,1,mohibulhimu
4653,12241313,"justus mokua migosi","2024-06-11 15:25:44",0.77511,1,justusmokuamigosi
4654,12241323,"TOLGA HAS","2024-06-11 15:29:33",0.77511,1,tolgahas
4655,12241401," lazyTailor","2024-06-11 18:52:38",0.77511,3,lazytailor
4656,12241450,"Taro Seto","2024-06-12 14:03:21",0.77511,2,wingedmessenger
4657,12241479,Arekushisu,"2024-06-11 16:06:35",0.77511,1,arekushisu
4658,12241672,"Mia Sorola","2024-06-11 16:59:44",0.77511,1,miasorola
4659,12241705,"Kirsty MacBean","2024-06-11 17:08:37",0.77511,1,kirstymacbean
4660,12241717,petiyeti,"2024-06-11 17:12:52",0.77511,1,petiyeti
4661,12241745,"Namya Dhingra","2024-06-11 17:23:11",0.77511,1,namyadhingra
4662,12241757,hero009,"2024-06-11 17:26:23",0.77511,1,hero009
4663,12241785,NIXBLACK,"2024-06-11 17:33:43",0.77511,1,nixblack
4664,12241763,"Shreya Venkatapathy","2024-06-11 17:35:04",0.77511,2,shreyavenkatapathy
4665,12241808,"Bidisha Ghosh","2024-06-11 17:41:40",0.77511,1,bdghosh
4666,12241851,Neurathena,"2024-06-11 17:49:54",0.77511,1,neurathena
4667,12241957,AllaAnastasiia,"2024-06-11 18:22:41",0.77511,1,allaanastasiia
4668,12241973,"Davy Bates","2024-06-11 18:26:20",0.77511,1,davybates
4669,6922048,Farhan-Malik-371,"2024-06-11 19:04:38",0.77511,1,farhanmalik371
4670,10935304,Itsanukhurana,"2024-06-11 19:09:01",0.77511,1,itsanukhurana
4671,12242128,"Jonathan O’Hara","2024-06-11 19:10:02",0.77511,1,jonathanohara
4672,12242149,shyqwq5,"2024-06-11 19:16:23",0.77511,1,shyqwq5
4673,12242173,"Yatharth Sood","2024-06-11 19:23:58",0.77511,1,yatharthsood
4674,12242198,"Zeynep Bilgili","2024-06-11 19:33:15",0.77511,1,bilgilizeynep
4675,11703944,"Stijn van Hees","2024-06-15 21:47:14",0.77511,4,stijnvanhees
4676,12242341,"Sandeep R #2","2024-06-11 20:20:10",0.77511,1,sndpra
4677,12242375,"Amanda Valenzuela","2024-06-11 20:31:49",0.77511,1,amvalesi
4678,12242457,"Crystin Underwood","2024-06-11 20:58:17",0.77511,1,crystinunderwood
4679,2938091,"Stephen Doyle","2024-06-11 21:22:18",0.77511,1,nehpets
4680,12242380,"Justin Kim #3","2024-06-11 21:30:18",0.77511,3,regguy
4681,12242579,"Cur Olin","2024-06-11 21:51:24",0.77511,1,curolin
